District ,Name of municipalities,HLCIT_CODE,cbs code,Total,Tap/piped water,Tube well/hand pump,"Covered well,kuwa","Uncovered well, kuwa",spout water,river/streams,others,Not stated
Rautahat,Katahariya Municipality,524 2 32 3 004,20604,"5,919",236,"5,550",6,18,0,0,30,79
Rautahat,Madhav Narayan Municipality,524 2 32 3 011,20607,"5,479",35,"5,188",9,11,1,12,167,56
Rautahat,Maulapur Municipality,524 2 32 3 006,20610,"3,830",133,"3,521",3,7,2,2,74,88
Rautahat,Paroha Municipality,524 2 32 3 012,20612,"5,380",274,"4,853",15,40,1,0,54,143
Rautahat,Phatuwa Bijayapur Municipality,524 2 32 3 003,20603,"5,633",203,"5,212",6,84,54,0,10,64
Rautahat,Rajdevi Municipality,524 2 32 3 016,20616,"5,365",439,"4,716",7,42,1,1,79,80
Rautahat,Rajpur Municipality,524 2 32 3 014,20613,"5,768",223,"5,325",4,23,1,0,117,75
Rautahat,Yamunamai Gaunpalika,524 2 32 4 001,20614,"3,776",470,"3,131",6,7,1,1,132,28
Rolpa,Duikholi Gaunpalika,524 5 54 4 002,50203,"4,018","3,075",3,34,545,212,132,5,12
Rolpa,Lungri Gaunpalika,524 5 54 4 008,50210,"4,402","3,161",1,57,149,967,50,1,16
Rolpa,Madi Gaunpalika,524 5 54 4 004,10209,"3,658","2,882",0,1,560,73,121,4,17
Rolpa,Rolpa Municipality,524 5 54 3 001,50207,"7,133","6,067",6,58,500,204,247,2,49
Rolpa,Runtigadhi Gaunpalika,524 5 54 4 009,50208,"5,684","3,658",2,10,787,929,227,58,13
Rolpa,Subarnabati Gaunpalika,524 5 54 4 001,50204,"5,657","4,554",1,10,92,714,207,60,19
Rolpa,Sukidaha Gaunpalika,524 5 54 4 005,50201,"3,455","2,304",0,29,640,182,284,3,13
Rolpa,Sunchhahari Gaunpalika,524 5 54 4 007,50209,"3,016","2,661",5,6,138,143,50,2,11
Rolpa,Thawang Gaunpalika,524 5 54 4 003,50202,"2,172","1,712",0,11,81,175,179,3,11
Rolpa,Tribeni Gaunpalika,524 5 54 4 006,50206,"4,540","3,569",4,18,318,437,149,27,18
Rukum,Aathabisakot Municipality,524 6 52 3 001,60605,"6,421","4,082",7,15,468,"1,408",359,51,31
Rukum,Banphikot Gaunpalika,524 6 52 4 002,60803,"3,747","2,666",2,2,49,890,99,25,14
Rukum,Bhoome Gaunpalika,524 5 77 4 003,50103,"3,835","2,860",4,4,101,732,119,0,15
Rukum,Chaurjahari Municipality,524 6 52 3 002,60806,"5,422","3,164",3,115,453,"1,579",89,0,19
Rukum,Musikot Municipality,524 6 52 3 003,50404,"7,307","6,300",5,12,203,708,74,1,4
Rukum,Putha Uttanganga Gaunpalika,524 5 77 4 002,50101,"3,861","2,809",5,12,79,732,216,0,8
Rukum,Sanibheri Gaunpalika,524 6 52 4 001,60802,"4,129","3,207",2,10,161,694,38,1,16
Rukum,Sisne Gaunpalika,524 5 77 4 001,50102,"3,506","3,189",1,1,14,209,87,1,4
Rukum,Tribeni Gaunpalika,524 6 52 4 003,50206,"3,609","2,482",0,31,285,756,40,9,6
Rupandehi,Butwal Sub-Metropolitian City,524 5 48 2 001,50802,"34,097","29,698","3,234",54,14,349,15,344,389
Rupandehi,Devdaha Municipality,524 5 48 3 002,50801,"11,410","4,044","7,105",19,26,39,1,91,85
Rupandehi,Gaidahawa Gaunpalika,524 5 48 4 003,50805,"7,285",563,"6,595",8,13,6,0,35,65
Rupandehi,Kanchan Gaunpalika,524 5 48 4 001,50804,"7,084",273,"6,704",7,0,2,7,76,15
Rupandehi,Kotahimai Gaunpalika,524 5 48 4 008,50814,"5,593",682,"4,789",8,5,1,0,63,45
Rupandehi,Lumbini Sanskritik Municipality,524 5 48 3 004,50813,"9,946","1,986","7,488",11,29,7,0,315,110
Rupandehi,Marchawari Gaunpalika,524 5 48 4 010,50816,"5,263","1,243","3,901",6,9,1,0,27,76
Rupandehi,Mayadevi Gaunpalika,524 5 48 4 005,50812,"6,810",972,"5,726",2,6,4,0,55,45
Rupandehi,Om Satiya Gaunpalika,524 5 48 4 006,50809,"5,787","1,010","4,667",19,12,38,4,16,21
Rupandehi,Rohini Gaunpalika,524 5 48 4 007,50810,"5,657","1,049","4,471",11,12,0,2,74,38
Rupandehi,Sainamaina Municipality,524 5 48 3 001,50803,"12,392","5,108","7,033",86,41,4,10,88,22
Rupandehi,Sammarimai Gaunpalika,524 5 48 4 009,50815,"5,120",115,"4,897",2,13,0,0,25,68
Rupandehi,Siddharthanagar Municipality,524 5 48 3 005,50811,"12,497","5,428","6,752",30,5,53,1,115,113
Rupandehi,Siyari Gaunpalika,524 5 48 4 004,50807,"6,792","1,079","5,533",7,4,8,0,133,28
Rupandehi,Suddhodhan Gaunpalika,524 5 48 4 002,50806,"6,145",795,"5,281",3,3,23,0,18,22
Rupandehi,Tilottama Municipality,524 5 48 3 003,50808,"21,957","8,859","12,661",34,7,11,1,289,95
Salyan,Bagachour Municipality,524 6 53 3 002,60905,"5,906","3,513",6,371,905,"1,000",84,2,25
Salyan,Banagad Kupinde Municipality,524 6 53 3 001,60903,"6,763","3,450",8,378,381,"2,106",409,0,31
Salyan,Chhatreshwori Gaunpalika,524 6 53 4 005,60906,"4,408","2,897",4,39,305,"1,058",91,1,13
Salyan,Darma Gaunpalika,524 6 53 4 002,60901,"3,460","1,326",2,60,892,"1,108",43,8,21
Salyan,Dhorchaur Gaunpalika,524 6 53 4 003,60904,"2,404","1,586",0,33,279,450,17,2,37
Salyan,Kalimati Gaunpalika,524 6 53 4 004,60908,"4,343","2,104",1,30,567,837,741,6,57
Salyan,Kapurkot Gaunpalika,524 6 53 4 007,60910,"3,657","2,748",2,16,293,528,56,1,13
Salyan,Kumakh Malika Gaunpalika,524 6 53 4 001,60902,"4,745","1,854",9,36,720,"1,817",276,2,31
Salyan,Sharada Municipality,524 6 53 3 003,60907,"7,391","4,821",13,185,"1,223",812,194,24,119
Salyan,Tribeni Gaunpalika,524 6 53 4 006,50206,"3,447","2,550",2,18,207,544,112,2,12
Sankhuwasabha,Bhotkhola Gaunpalika,524 1 09 4 002,10201,"1,379",835,0,0,73,415,50,2,4
Sankhuwasabha,Chainapur Municipality,524 1 09 3 003,10208,"5,938","4,075",0,125,481,"1,172",57,5,23
Sankhuwasabha,Chichila Gaunpalika,524 1 09 4 004,10204,"1,518","1,238",0,28,71,149,29,1,2
Sankhuwasabha,Dharmadevi Municipality,524 1 09 3 004,10210,"3,958","3,247",0,19,352,284,48,6,2
Sankhuwasabha,Khandabari Municipality,524 1 09 3 001,10206,"7,446","3,997",1,73,582,"2,675",56,5,57
Sankhuwasabha,Madi Municipality,524 1 09 3 005,10209,"3,216","2,442",0,5,48,627,56,34,4
Sankhuwasabha,Makalu Gaunpalika,524 1 09 4 001,10202,"2,922","2,072",0,18,283,385,143,11,10
Sankhuwasabha,Panchakhapan Municipality,524 1 09 3 002,10207,"3,634","2,033",0,113,567,782,129,2,8
Sankhuwasabha,Sabhapokhari Gaunpalika,524 1 09 4 005,10205,"2,192","1,207",0,59,331,517,59,5,14
Sankhuwasabha,Silichong Gaunpalika,524 1 09 4 003,10203,"2,412","2,249",0,12,87,30,11,11,12
Saptari,Agmisair Krishna Sabaran Gaunpalika,524 2 15 4 002,20103,"5,422",70,"4,911",11,199,1,2,104,124
Saptari,Balan-Bihul Gaunpalika,524 2 15 4 004,20108,"3,976",19,"3,838",4,18,2,0,48,47
Saptari,Belhi Chapena Gaunpalika,524 2 15 4 006,20111,"5,242",16,"5,036",13,25,4,0,72,76
Saptari,Bishnupur Gaunpalika,524 2 15 4 007,20112,"4,370",21,"4,156",15,39,4,0,101,34
Saptari,Bode Barsain Municipality,524 2 15 3 006,20109,"8,022",319,"7,111",16,142,8,27,299,100
Saptari,Chhinnamasta Gaunpalika,524 2 15 4 008,20118,"5,439",63,"5,135",7,8,3,1,16,206
Saptari,Dakneshwori Municipality,524 2 15 3 007,20110,"8,149",66,"7,702",23,74,5,1,153,125
Saptari,Hanumannagar Kankalini Municipality,524 2 15 3 009,20116,"8,152",42,"7,909",11,32,5,6,43,104
Saptari,Kanchanrup Municipality,524 2 15 3 005,20102,"10,192",68,"9,848",11,39,23,0,77,126
Saptari,Khadak Municipality,524 2 15 3 002,20106,"8,615",54,"8,154",55,153,3,14,90,92
Saptari,Mahadewa Gaunpalika,524 2 15 4 005,20114,"5,395",36,"5,177",21,61,1,0,9,90
Saptari,Rajbiraj Municipality,524 2 15 3 008,20113,"13,350",912,"12,034",42,90,14,15,35,208
Saptari,Rupani Gaunpalika,524 2 15 4 001,20104,"5,012",14,"4,842",6,110,4,0,12,24
Saptari,Saptakoshi Municipality,524 2 15 3 004,20101,"4,539",109,"4,318",6,53,0,0,1,52
Saptari,Shambhunath Municipality,524 2 15 3 003,20105,"6,764",72,"6,441",23,76,5,3,87,57
Saptari,Surunga Municipality,524 2 15 3 001,20107,"8,650",54,"8,217",50,148,3,33,59,86
Saptari,Tilathi Koiladi Gaunpalika,524 2 15 4 009,20117,"5,697",62,"5,550",6,30,1,2,25,21
Saptari,Tirahut Gaunpalika,524 2 15 4 003,20115,"4,078",12,"3,868",2,40,4,4,79,69
Sarlahi,Bagmati Municipality,524 2 19 3 001,20503,"7,984","1,658","3,801",242,"1,923",60,100,134,66
Sarlahi,Balara Municipality,524 2 19 3 011,20516,"7,693",216,"7,219",18,111,5,0,45,79
Sarlahi,Barahathawa Municipality,524 2 19 3 004,20504,"11,853","1,359","10,171",6,24,7,1,142,143
Sarlahi,Basbariya Gaunpalika,524 2 19 4 001,20513,"3,699",19,"3,376",3,35,2,0,236,28
Sarlahi,Bishnu Gaunpalika,524 2 19 4 008,20518,"4,008",257,"3,490",6,20,0,0,141,94
Sarlahi,Brahmapuri Gaunpalika,524 2 19 4 007,20509,"4,735",335,"4,135",6,30,3,5,157,64
Sarlahi,Chakraghatta Gaunpalika,524 2 19 4 004,20512,"4,409",636,"3,604",12,102,5,0,11,39
Sarlahi,Chandranagar Gaunpalika,524 2 19 4 002,20510,"5,540",87,"4,955",39,95,0,0,319,45
Sarlahi,Dhanakaul Gaunpalika,524 2 19 4 003,20514,"3,964",20,"3,771",3,0,1,3,111,55
Sarlahi,Godaita Municipality,524 2 19 3 008,20517,"7,902",706,"6,881",11,13,3,0,147,141
Sarlahi,Haripur Municipality,524 2 19 3 005,20505,"6,517",832,"5,364",5,42,1,9,200,64
Sarlahi,Haripurwa Municipality,524 2 19 3 010,20507,"5,904",597,"4,939",17,204,1,0,103,43
Sarlahi,Hariwan Municipality,524 2 19 3 002,20502,"8,601",606,"5,740",473,"1,590",4,53,45,90
Sarlahi,Ishworpur Municipality,524 2 19 3 006,20506,"11,073","2,555","6,665",212,"1,115",47,130,216,133
Sarlahi,Kabilashi Municipality,524 2 19 3 007,20511,"6,871",575,"5,800",28,184,102,3,114,65
Sarlahi,Kaudena Gaunpalika,524 2 19 4 006,20519,"4,073",120,"3,835",8,8,1,0,67,34
Sarlahi,Lalbandi Municipality,524 2 19 3 003,20501,"12,238","2,712","5,885",171,"2,828",62,386,113,81
Sarlahi,Malangawa Municipality,524 2 19 3 009,20520,"7,912","1,000","6,587",26,42,2,0,184,71
Sarlahi,Parsa Gaunpalika,524 2 19 4 009,20508,"3,342","1,179","2,108",3,14,0,0,6,32
Sarlahi,Ramnagar Gaunpalika,524 2 19 4 005,20515,"4,485",161,"4,225",3,21,1,1,33,40
Sindhuli,Dudhouli Municipality,524 3 20 3 002,31101,"13,164","5,623","1,953",236,"4,588",294,391,6,73
Sindhuli,Ghyanglekha Gaunpalika,524 3 20 4 003,31107,"2,457","2,106",1,5,296,1,36,1,11
Sindhuli,Golanjor Gaunpalika,524 3 20 4 005,31104,"3,681","3,105",9,13,210,190,134,5,15
Sindhuli,Hariharpurgaghi Gaunpalika,524 3 20 4 001,31109,"4,586","1,234",85,232,"2,445",278,166,124,22
Sindhuli,Kamalamai Municipality,524 3 20 3 001,31105,"14,315","9,731","1,037",663,"2,322",246,262,17,37
Sindhuli,Marin Gaunpalika,524 3 20 4 002,31108,"4,870","1,438",538,110,"2,265",34,462,7,16
Sindhuli,Phikkal Gaunpalika,524 3 20 4 007,31102,"3,035","2,489",2,19,194,186,124,1,20
Sindhuli,Sunkoshi Gaunpalika,524 3 20 4 004,10407,"4,557","2,877",3,18,220,763,664,0,12
Sindhuli,Tinpatan Gaunpalika,524 3 20 4 006,31103,"6,879","4,821",53,239,"1,406",152,179,7,22
Sindhupalchok,Bahrabise Municipality,524 3 23 3 003,30209,"6,225","5,444",0,30,82,552,85,4,28
Sindhupalchok,Balephi Gaunpalika,524 3 23 4 006,30208,"4,429","4,045",1,9,41,292,12,7,22
Sindhupalchok,Bhotekoshi Gaunpalika,524 3 23 4 004,30201,"4,183","3,707",0,10,18,361,65,5,17
Sindhupalchok,Choutara Sangachowkgadhi Municipality,524 3 23 3 002,30207,"10,906","9,699",1,235,145,708,7,6,105
Sindhupalchok,Helambu Gaunpalika,524 3 23 4 001,30204,"4,203","2,734",0,5,82,"1,313",50,1,18
Sindhupalchok,Indrawoti Gaunpalika,524 3 23 4 005,30206,"6,211","4,967",0,77,335,746,48,5,33
Sindhupalchok,Jugal Gaunpalika,524 3 23 4 003,30202,"3,941","3,273",0,2,27,595,3,15,26
Sindhupalchok,Lisankhu Pakhar Gaunpalika,524 3 23 4 009,30211,"3,680","3,364",0,47,66,169,16,8,10
Sindhupalchok,Melanchi Municipality,524 3 23 3 001,30205,"10,097","7,169",0,246,339,"2,139",43,105,56
Sindhupalchok,Panchpokhari Thangpal Gaunpalika,524 3 23 4 002,30203,"5,007","2,731",1,31,62,"2,124",1,25,32
Sindhupalchok,Sunkoshi Gaunpalika,524 3 23 4 007,10407,"4,359","3,598",0,4,46,671,6,16,18
Sindhupalchok,Tripurasundari Gaunpalika,524 3 23 4 008,30210,"3,394","3,068",0,35,21,234,32,1,3
Siraha,Arnama Gaunpalika,524 2 16 4 003,20209,"4,047",17,"3,880",8,17,0,0,85,40
Siraha,Aurahi Gaunpalika,524 2 16 4 004,20216,"4,245",13,"4,063",8,65,0,2,32,62
Siraha,Bariyarpatti Gaunpalika,524 2 16 4 005,20215,"4,264",89,"4,030",13,35,11,0,62,24
Siraha,Bhagawanpur Gaunpalika,524 2 16 4 009,20213,"3,661",231,"3,284",5,11,1,0,90,39
Siraha,Bishnupur Gaunpalika,524 2 16 4 002,20112,"3,469",32,"3,373",5,25,2,2,22,8
Siraha,Dhangadhimai Municipality,524 2 16 3 004,20202,"8,757",841,"4,552",56,"2,714",21,384,80,109
Siraha,Golbazar Municipality,524 2 16 3 003,20203,"10,110",346,"6,045",130,"3,065",8,153,301,62
Siraha,Kalyanpur Municipality,524 2 16 3 006,20206,"9,391",416,"8,717",7,11,2,1,132,105
Siraha,Karjanha Municipality,524 2 16 3 001,20205,"6,088",307,"5,670",11,26,1,2,28,43
Siraha,Lahan Municipality,524 2 16 3 005,20201,"17,182","2,040","13,123",93,"1,399",31,118,245,133
Siraha,Laxmipur Patari Gaunpalika,524 2 16 4 006,20211,"4,830",48,"4,691",4,8,0,0,56,23
Siraha,Mirchaiya Municipality,524 2 16 3 002,20204,"9,333",349,"8,484",22,233,7,86,84,68
Siraha,Naraha Gaunpalika,524 2 16 4 001,20207,"3,673",183,"3,047",5,339,51,3,4,41
Siraha,Nawarajpur Gaunpalika,524 2 16 4 007,20214,"3,280",4,"3,211",2,24,2,0,22,15
Siraha,Sakhuwa Nankarkatti Gaunpalika,524 2 16 4 008,20212,"3,388",34,"3,203",2,15,2,0,118,14
Siraha,Siraha Municipality,524 2 16 3 008,20217,"15,477","1,478","13,453",22,29,5,1,373,116
Siraha,Sukhipur Municipality,524 2 16 3 007,20210,"6,734",18,"6,544",11,82,1,1,52,25
Solukhumbu,Dhudha Koushika Gaunpalika,524 1 11 4 006,10305,"4,240","3,653",0,22,133,334,76,11,11
Solukhumbu,Dhudhakoshi Gaunpalika,524 1 11 4 004,10304,"2,803","2,490",1,12,64,178,53,1,4
Solukhumbu,Khumbu Pasanglhamu Gaunpalika,524 1 11 4 001,10301,"2,433","2,130",0,3,32,170,95,0,3
Solukhumbu,Likhu Pike Gaunpalika,524 1 11 4 003,10308,"1,168",938,0,4,82,88,47,7,2
Solukhumbu,Mahakulung Gaunpalika,524 1 11 4 002,10302,"2,450","2,097",0,14,78,244,14,2,1
Solukhumbu,Necha Salyan Gaunpalika,524 1 11 4 005,10306,"3,636","3,278",0,6,124,175,46,2,5
Solukhumbu,Solu Dhudhakunda Municipality,524 1 11 3 001,10307,"4,980","4,676",0,12,67,133,74,1,17
Solukhumbu,Sotang Gaunpalika,524 1 11 4 007,10303,"2,048","1,840",0,18,102,71,10,1,6
Sunsari,Baraha Municipality,524 1 06 3 001,11302,"17,552","2,756","13,367",303,535,91,152,271,77
Sunsari,Barju Gaunpalika,524 1 06 4 006,11312,"6,253",65,"6,131",3,25,4,0,6,19
Sunsari,Bhokraha Gaunpalika,524 1 06 4 002,11304,"6,798",62,"6,588",5,37,6,1,81,18
Sunsari,Dewangunj Gaunpalika,524 1 06 4 005,11311,"6,361",58,"6,219",12,30,6,1,22,13
Sunsari,Dharan Sub-Metropolitian City,524 1 06 2 001,11301,"32,693","30,678",58,94,188,375,117,958,225
Sunsari,Duhabi Municipality,524 1 06 3 004,11307,"11,893","1,329","10,392",17,26,10,4,39,76
Sunsari,Gadhi Gaunpalika,524 1 06 4 003,11308,"7,039",26,"6,876",6,25,4,0,61,41
Sunsari,Harinagara Gaunpalika,524 1 06 4 004,11310,"6,842",44,"6,664",13,41,7,1,49,23
Sunsari,Inaruwa Municipality,524 1 06 3 003,11309,"13,020",939,"11,868",34,25,6,2,109,37
Sunsari,Itahari Sub-Metropolitian City,524 1 06 2 002,11306,"33,794","10,443","22,379",138,98,278,14,215,229
Sunsari,Koshi Gaunpalika,524 1 06 4 001,11303,"8,543",30,"8,302",6,19,6,2,149,29
Sunsari,Ramdhuni Municipality,524 1 06 3 002,11305,"11,491",374,"10,823",29,93,80,2,43,47
Surkhet,Barahatal Gaunpalika,524 6 59 4 002,61007,"5,448","2,186",67,127,744,"1,531",768,0,25
Surkhet,Bheriganga Municipality,524 6 59 3 002,61005,"8,825","3,523",26,179,"1,915","2,575",560,8,39
Surkhet,Birendranagar Municipality,524 6 59 3 003,61006,"23,710","17,086","1,053","1,783","1,939",927,92,686,144
Surkhet,Chaukune Gaunpalika,524 6 59 4 001,61009,"4,608","1,442",89,94,660,"1,752",480,46,45
Surkhet,Chingad Gaunpalika,524 6 59 4 003,61002,"2,923","2,235",2,16,114,477,50,10,19
Surkhet,Gurbhakot Municipality,524 6 59 3 005,61004,"9,572","6,061",41,182,648,"2,037",538,14,51
Surkhet,Lekabeshi Municipality,524 6 59 3 004,61003,"6,346","5,187",4,12,128,724,216,27,48
Surkhet,Panchapuri Municipality,524 6 59 3 001,61008,"6,304","3,978",25,92,394,"1,576",178,8,53
Surkhet,Simta Gaunpalika,524 6 59 4 004,61001,"5,094","2,678",8,70,97,"1,785",420,5,31
Syangja,Aandhikhola Gaunpalika,524 4 41 4 001,40903,"4,125","3,681",3,38,123,265,10,1,4
Syangja,Arjun Choupari Gaunpalika,524 4 41 4 003,40904,"3,938","3,585",5,24,119,173,16,5,11
Syangja,Bhirkot Municipaity,524 4 41 3 002,40905,"6,083","5,337",5,121,207,385,10,4,14
Syangja,Biruwa Gaunpalika,524 4 41 4 004,40906,"4,305","3,530",2,70,111,495,81,0,16
Syangja,Chapakot Municipality,524 4 41 3 005,40908,"5,934","4,463",29,169,530,683,36,10,14
Syangja,Galyang Municipality,524 4 41 3 003,40910,"8,275","6,761",5,236,731,447,54,28,13
Syangja,Harinas Gaunpalika,524 4 41 4 005,40907,"3,906","2,957",9,181,481,246,12,0,20
Syangja,Kaligandaki Gaunpalika,524 4 41 4 006,40911,"4,972","3,309",7,608,612,371,58,0,7
Syangja,Phedikhola Gaunpalika,524 4 41 4 002,40902,"3,254","2,919",1,77,230,10,12,2,3
Syangja,Putalibazar Municipality,524 4 41 3 001,40901,"11,882","11,019",10,101,327,352,42,14,17
Syangja,Walling Municipality,524 4 41 3 004,40909,"12,182","9,366",8,"1,070",446,"1,165",74,2,51
Tanahu,Aanbu Khaireni Gaunpalika,524 4 40 4 005,40710,"4,911","4,576",32,14,94,88,85,8,14
Tanahu,Bandipur Gaunpalika,524 4 40 4 004,40709,"4,853","4,128",11,55,399,185,44,2,29
Tanahu,Bhanu Municipality,524 4 40 3 003,40701,"12,095","8,006",86,858,"1,499","1,490",64,5,87
Tanahu,Bhimad Municipality,524 4 40 3 004,40705,"7,488","5,010",8,299,980,"1,086",11,2,92
Tanahu,Byas Municipality,524 4 40 3 002,40702,"18,339","14,449",32,"1,145","1,893",642,54,20,104
Tanahu,Devghat Gaunpalika,524 4 40 4 006,40708,"3,435","3,095",3,46,113,104,49,6,19
Tanahu,Ghiring Gaunpalika,524 4 40 4 002,40706,"4,137","2,226",7,403,"1,285",196,2,4,14
Tanahu,Myagde Gaunpalika,524 4 40 4 001,40703,"5,628","3,746",17,330,979,452,79,4,21
Tanahu,Rhishing Gaunpalika,524 4 40 4 003,40707,"5,215","2,848",5,720,"1,275",331,12,4,20
Tanahu,Shuklagandaki Municipality,524 4 40 3 001,40704,"12,185","10,604",10,456,667,371,26,23,28
