Province,District ,Name of municipalities,Total,Without any facility,At least one facility,Radio,Television,Cable television,computer,internet,Tele phone ,Mobile phone
Province 5 ,Rolpa,Subarnabati Gaunpalika,"5,657","1,539","4,062","3,001",807,375,72,27,101,"2,807"
Province 5 ,Rolpa,Sukidaha Gaunpalika,"3,455",712,"2,701","2,316",66,11,7,2,24,"1,592"
Province 5 ,Rolpa,Sunchhahari Gaunpalika,"3,016",975,"1,956","1,845",18,1,3,0,11,686
Province 5 ,Rolpa,Thawang Gaunpalika,"2,172",448,"1,642","1,443",81,22,9,2,27,990
Province 5 ,Rolpa,Tribeni Gaunpalika,"4,540",856,"3,612","3,228",98,10,9,2,33,"2,044"
Province 5 ,Rukum,Bhoome Gaunpalika,"3,835","1,256","2,430","1,888",58,4,8,1,27,"1,469"
Province 5 ,Rukum,Putha Uttanganga Gaunpalika,"3,861","1,862","1,916","1,703",65,14,4,2,68,702
Province 5 ,Rukum,Sisne Gaunpalika,"3,506",757,"2,691","2,383",232,97,13,2,89,"1,324"
Province 5 ,Dang,Babai Gaunpalika,"5,945","1,010","4,685","3,673",819,145,48,140,41,"3,198"
Province 5 ,Dang,Bangalachuli Gaunpalika,"4,730",966,"3,665","3,017",119,14,12,4,6,"2,487"
Province 5 ,Dang,Dangisharan Gaunpalika,"4,455",526,"3,813","2,705",724,122,27,4,19,"2,888"
Province 5 ,Dang,Gadhawa Gaunpalika,"7,267",961,"6,187","3,893","1,807",273,81,17,43,"4,547"
Province 5 ,Dang,Ghorahi Sub-Metropolitian City,"35,419","3,147","31,670","19,055","12,023","7,374","2,181",491,"2,060","27,069"
Province 5 ,Dang,Lamahi Municipality,"9,432",628,"8,687","5,284","2,233","1,772",445,94,386,"6,753"
Province 5 ,Dang,Rajpur Gaunpalika,"4,473",917,"3,501","2,248",491,3,24,2,12,"2,630"
Province 5 ,Dang,Rapti Gaunpalika,"8,055",611,"7,216","4,623","1,693","1,471",273,39,300,"5,758"
Province 5 ,Dang,Shantinagar Gaunpalika,"5,328","1,006","4,212","2,784","1,133",207,39,4,33,"3,211"
Province 5 ,Dang,Tulsipur Sub-Metropolitian City,"31,243","2,914","27,765","17,592","10,245","5,035","1,269",347,"1,751","23,781"
Province 5 ,Banke,Baijanath Gaunpalika,"11,066",866,"10,024","4,450","4,216",395,144,21,177,"6,886"
Province 5 ,Banke,Duduwa Gaunpalika,"6,590",779,"5,747","2,228","1,063",28,20,1,24,"2,469"
Province 5 ,Banke,Janaki Gaunpalika,"6,724",797,"5,682","1,893","1,781",328,103,29,105,"3,014"
Province 5 ,Banke,Khajura Gaunpalika,"10,288","1,112","9,031","4,415","4,960",916,227,80,375,"6,879"
Province 5 ,Banke,Kohalpur Municipality,"15,483","1,140","14,244","7,014","8,406","3,809","1,142",358,"1,185","12,089"
Province 5 ,Banke,Narainapur Gaunpalika,"5,908","1,702","4,016","1,377",164,17,16,0,13,"1,695"
Province 5 ,Banke,Nepalganj Sub-Metropolitian City,"27,892","2,310","25,119","8,932","12,741","11,796","2,900","1,046","3,715","18,188"
Province 5 ,Banke,Rapti Sonari Gaunpalika,"10,742","1,321","9,247","5,342","1,748",142,52,8,70,"5,844"
Province 5 ,Bardiya,Badhaiyatal Gaunpalika,"10,333",970,"9,252","4,849","3,948",457,146,39,106,"6,327"
Province 5 ,Bardiya,Bansgadhi Municipality,"11,210",947,"10,127","5,589","3,286",487,204,56,329,"7,076"
Province 5 ,Bardiya,Barbardiya Municipality,"13,268",951,"12,182","6,378","2,741",375,147,25,171,"8,474"
Province 5 ,Bardiya,Geruwa Gaunpalika,"6,135",736,"5,370","3,476","1,551",125,54,3,136,"3,671"
Province 5 ,Bardiya,Gulariya Municipality,"13,064","1,440","11,487","4,852","3,433","1,556",417,157,715,"7,258"
Province 5 ,Bardiya,Madhuwan Municipality,"9,569",556,"8,907","4,928","3,122",369,127,33,297,"6,230"
Province 5 ,Bardiya,Rajapur Municipality,"10,916","1,324","9,450","4,806","3,011",502,151,34,159,"6,794"
Province 5 ,Bardiya,Thakurbaba Municipality,"8,652",643,"7,861","4,571","2,119",329,171,59,130,"5,571"
Province 6 ,Rukum,Aathabisakot Municipality,"6,421","2,852","3,498","3,139",38,5,9,0,19,"1,138"
Province 6 ,Rukum,Banphikot Gaunpalika,"3,747",873,"2,760","2,482",125,7,5,0,43,"1,233"
Province 6 ,Rukum,Chaurjahari Municipality,"5,422","1,160","4,138","3,530",139,31,20,2,32,"2,552"
Province 6 ,Rukum,Musikot Municipality,"7,307","1,487","5,753","4,379",778,854,220,64,209,"3,856"
Province 6 ,Rukum,Sanibheri Gaunpalika,"4,129","1,222","2,835","2,456",14,3,5,0,3,"1,518"
Province 6 ,Rukum,Tribeni Gaunpalika,"3,609",769,"2,739","2,343",46,10,10,0,44,"1,652"
Province 6 ,Salyan,Bagachour Municipality,"5,906","1,026","4,813","4,302",238,104,33,13,83,"2,784"
Province 6 ,Salyan,Banagad Kupinde Municipality,"6,763","1,934","4,644","4,109",116,5,14,1,82,"2,493"
Province 6 ,Salyan,Chhatreshwori Gaunpalika,"4,408",616,"3,687","3,202",230,178,13,6,55,"2,288"
Province 6 ,Salyan,Darma Gaunpalika,"3,460","1,302","2,088","1,872",86,0,2,0,8,873
Province 6 ,Salyan,Dhorchaur Gaunpalika,"2,404",407,"1,912","1,767",115,15,14,4,22,"1,132"
Province 6 ,Salyan,Kalimati Gaunpalika,"4,343",810,"3,339","3,075",54,3,9,1,62,"1,501"
Province 6 ,Salyan,Kapurkot Gaunpalika,"3,657",372,"3,150","2,745",206,95,33,10,9,"2,089"
Province 6 ,Salyan,Kumakh Malika Gaunpalika,"4,745","1,374","3,244","2,644",139,17,4,0,77,"1,858"
Province 6 ,Salyan,Sharada Municipality,"7,391",917,"6,298","5,184",870,842,224,105,283,"4,315"
Province 6 ,Salyan,Tribeni Gaunpalika,"3,447",387,"2,931","2,585",162,173,19,2,25,"1,601"
Province 6 ,Surkhet,Barahatal Gaunpalika,"5,448","1,359","3,996","3,305",89,7,4,1,41,"2,566"
Province 6 ,Surkhet,Bheriganga Municipality,"8,825","1,720","6,900","4,329","1,640",309,97,16,253,"5,418"
Province 6 ,Surkhet,Birendranagar Municipality,"23,710","1,757","21,576","11,704","10,815","8,250","1,862",620,"3,126","18,943"
Province 6 ,Surkhet,Chaukune Gaunpalika,"4,608","1,697","2,864","2,476",72,12,4,0,34,"1,526"
Province 6 ,Surkhet,Chingad Gaunpalika,"2,923",809,"2,085","1,834",20,2,1,73,42,"1,056"
Province 6 ,Surkhet,Gurbhakot Municipality,"9,572","1,936","7,372","5,092","1,432",157,70,21,159,"5,391"
Province 6 ,Surkhet,Lekabeshi Municipality,"6,346","1,188","4,955","3,222","1,575",55,46,18,120,"4,029"
Province 6 ,Surkhet,Panchapuri Municipality,"6,304","1,588","4,414","3,712",91,11,9,4,33,"2,465"
Province 6 ,Surkhet,Simta Gaunpalika,"5,094","1,478","3,374","2,775",58,6,8,0,24,"1,943"
Province 6 ,Dailekh,Aathbis Municipality,"5,263","2,242","2,841","2,151",35,4,3,6,33,"1,762"
Province 6 ,Dailekh,Bhagawatimai Gaunpalika,"3,359","1,115","2,165","1,751",34,0,1,0,37,"1,177"
Province 6 ,Dailekh,Bhairabi Gaunpalika,"3,976","1,794","2,157","1,571",8,6,7,2,11,"1,603"
Province 6 ,Dailekh,Chamunda Bindrasaini Municipality,"4,634","2,088","2,475","2,123",13,0,5,0,13,"1,188"
Province 6 ,Dailekh,Dullu Municipality,"8,164","3,303","4,570","3,505",118,67,35,9,26,"3,018"
Province 6 ,Dailekh,Dungeshwor Gaunpalika,"3,044",479,"2,414","2,041",262,86,20,4,109,"1,729"
Province 6 ,Dailekh,Gurans Gaunpalika,"4,096","1,175","2,869","2,431",60,8,7,0,37,"1,764"
Province 6 ,Dailekh,Mahabu Gaunpalika,"3,553","1,478","1,917","1,379",14,8,5,0,8,"1,196"
Province 6 ,Dailekh,Narayan Municipality,"5,791","1,366","4,281","3,209",824,639,173,86,277,"3,201"
Province 6 ,Dailekh,Naumule Gaunpalika,"3,708","1,210","2,357","1,991",18,24,11,1,24,"1,112"
Province 6 ,Dailekh,Thantikandh Gaunpalika,"3,327","1,792","1,459","1,189",2,0,3,3,10,728
Province 6 ,Jajarkot,Barekot Gaunpalika,"3,093","1,618","1,349","1,238",80,1,2,0,9,300
Province 6 ,Jajarkot,Bheri Malika Municipality,"6,590","2,383","4,076","3,467",173,224,37,18,237,"2,026"
Province 6 ,Jajarkot,Chhedagad Municipality,"6,144","2,947","3,105","2,570",53,2,5,0,52,"1,484"
Province 6 ,Jajarkot,Junichande Gaunpalika,"3,774","1,899","1,781","1,557",20,3,2,1,13,690
Province 6 ,Jajarkot,Kuse Gaunpalika,"3,590","1,434","1,981","1,813",27,6,4,0,43,695
Province 6 ,Jajarkot,Shivalaya Gaunpalika,"2,556","1,209","1,302","1,104",31,2,4,0,13,547
Province 6 ,Jajarkot,Tribeni Nalagad Municipality,"4,721","2,116","2,540","2,222",103,37,6,0,19,991
Province 6 ,Dolpa,Chharka Tangsong Gaunpalika,282,207,72,68,1,0,0,0,1,3
Province 6 ,Dolpa,Dolpo Buddha Gaunpalika,468,179,271,249,56,0,0,0,0,39
Province 6 ,Dolpa,Jagadulla Gaunpalika,433,112,313,205,46,4,4,1,1,259
Province 6 ,Dolpa,Kaike Gaunpalika,780,247,531,94,24,0,0,0,0,518
Province 6 ,Dolpa,Mudkechula Gaunpalika,926,322,594,409,19,2,2,0,1,402
Province 6 ,Dolpa,Shey Phoksundo Gaunpalika,730,149,570,522,47,1,1,0,2,169
Province 6 ,Dolpa,Thulibheri Municipality,"1,903",504,"1,341",519,184,435,64,37,115,"1,048"
Province 6 ,Dolpa,Tripurasundari Municipality,"1,944",631,"1,300",784,156,120,8,1,10,881
Province 6 ,Jumla,Chandannath Municipality,"3,996",576,"3,310","2,160","1,592",970,202,76,244,"2,638"
Province 6 ,Jumla,Guthichaur Gaunpalika,"1,848",443,"1,338","1,151",112,3,2,1,8,687
Province 6 ,Jumla,Hima Gaunpalika,"1,713",937,758,488,9,0,0,0,0,516
Province 6 ,Jumla,Kanaka Sundari Gaun Palika,"2,247",781,"1,434",690,33,18,9,0,21,"1,232"
Province 6 ,Jumla,Patarasi Gaunpalika,"2,537","1,012","1,457","1,095",234,73,2,0,36,868
Province 6 ,Jumla,Sinja Gaunpalika,"1,996",721,"1,246",588,11,2,3,0,3,"1,067"
Province 6 ,Jumla,Tatopani Gaunpalika,"2,704",999,"1,682","1,238",69,9,8,1,15,"1,110"
Province 6 ,Jumla,Tila Gaunpalika,"2,250","1,007","1,167",777,37,2,2,0,8,774
Province 6 ,Kalikot,Kalika Gaunpalika,"2,458","1,224","1,182",992,7,0,5,0,13,608
Province 6 ,Kalikot,Khandachakra Municipality,"3,612","1,310","2,242","1,709",347,41,48,17,64,"1,373"
Province 6 ,Kalikot,Mahawai Gaunpalika,"1,447",656,743,633,13,1,2,0,8,305
Province 6 ,Kalikot,Naraharinath Gaunpalika,"3,585","1,009","2,464","2,192",86,6,3,1,15,"1,119"
Province 6 ,Kalikot,Pachal Jharana Gaunpalika,"2,002",779,"1,157","1,008",2,2,0,0,18,473
Province 6 ,Kalikot,Palata Gaunpalika,"2,421","1,084","1,317","1,044",7,3,1,0,1,733
Province 6 ,Kalikot,Raskot Municipality,"2,685","1,091","1,545","1,286",62,12,8,1,4,891
Province 6 ,Kalikot,Sanni Tribeni Gaunpalika,"2,105",807,"1,269","1,090",42,12,2,1,4,661
Province 6 ,Kalikot,Tilagupha Municipality,"2,693","1,241","1,360","1,088",19,0,2,0,14,648
Province 6 ,Mugu,Chhayanath Rara Municipality,"3,641","1,551","2,031","1,532",245,70,37,14,82,"1,378"
Province 6 ,Mugu,Khatyad Gaunpalika,"2,821","1,243","1,495",925,36,1,4,0,5,"1,005"
Province 6 ,Mugu,Mugumakarmarog Gaunpalika,"1,029",580,433,281,30,26,1,0,4,276
Province 6 ,Mugu,Soru Gaunpalika,"2,109","1,022","1,021",520,12,2,5,0,0,742
Province 6 ,Humla,Adanchuli Gaunpalika,"1,121",624,495,391,1,0,1,0,0,377
Province 6 ,Humla,Chankheli Gaunpalika,963,517,445,319,2,0,1,0,0,326
Province 6 ,Humla,Kharpunath Gaunpalika,"1,132",513,612,555,14,7,1,0,1,440
Province 6 ,Humla,Namkha Gaunpalika,835,124,710,388,50,16,2,0,2,261
Province 6 ,Humla,Sarkegad Gaunpalika,"1,794","1,026",765,600,5,0,2,0,2,456
Province 6 ,Humla,Simkot Gaunpalika,"2,566",757,"1,790","1,351",616,515,117,64,138,"1,421"
Province 6 ,Humla,Tanjakot Gaunpalika,"1,026",437,576,493,2,0,1,0,0,369
Province 7,Bajura,Badimalika Municipality,"3,446",658,"2,726","2,173",219,284,123,46,153,"1,632"
Province 7,Bajura,Budhiganga Municipality,"4,277","2,033","2,181","1,882",40,11,2,0,61,"1,024"
Province 7,Bajura,Budhinanda Municipality,"3,452","1,651","1,684","1,302",108,9,14,0,51,948
Province 7,Bajura,Chhededaha Gaunpalika,"3,174","1,536","1,470","1,268",31,24,7,3,29,569
Province 7,Bajura,Gaumul Gaunpalika,"1,560",306,"1,224","1,180",11,6,0,0,15,280
Province 7,Bajura,Himali Gaunpalika,"1,722","1,087",610,392,12,0,1,0,6,396
Province 7,Bajura,Pandab Gufa Gaunpalika,"1,684","1,077",546,376,6,2,2,0,7,345
Province 7,Bajura,Swami Kartik Gaunpalika,"2,223","1,333",832,649,7,2,2,0,6,450
Province 7,Bajura,Tribeni Municipality,"3,350","1,622","1,649","1,410",16,2,5,3,31,679
Province 7,Bajhang,Bitthadchir Gaunpalika,"2,739","1,103","1,539","1,327",15,1,3,0,18,763
Province 7,Bajhang,Bungal Municipality,"5,480","2,139","3,170","2,909",53,3,3,0,115,995
Province 7,Bajhang,Chhabis Pathibhara Gaunpalika,"2,953",779,"2,010","1,896",70,18,5,0,112,700
Province 7,Bajhang,Durgathali Gaunpalika,"2,447",839,"1,554","1,430",33,2,3,1,59,582
Province 7,Bajhang,Jayaprithbi Municipality,"4,015",708,"3,142","2,709",705,532,101,52,245,"1,885"
Province 7,Bajhang,Kanda Gaunpalika,363,54,309,292,17,4,3,0,7,54
Province 7,Bajhang,Kedarsyun Gaunpalika,"3,586","1,516","2,008","1,798",48,5,0,1,80,720
Province 7,Bajhang,Khaptad Chhanna Gaunpalika,"3,105","1,290","1,779","1,558",221,35,15,1,94,823
Province 7,Bajhang,Masta Gaunpalika,"2,456",669,"1,709","1,535",51,10,6,2,33,774
Province 7,Bajhang,Surma Gaunpalika,"1,418",250,"1,106","1,077",85,2,2,2,51,198
Province 7,Bajhang,Talkot Gaunpalika,"2,000",626,"1,335","1,241",63,11,6,1,68,515
Province 7,Bajhang,Thalara Gaunpalika,"3,211","1,228","1,831","1,754",20,3,6,2,64,567
Province 7,Achham,Bannigadhi Jayagadh Gaunpalika,"3,373","1,371","1,905","1,064",151,32,6,3,18,"1,561"
Province 7,Achham,Chaurpati Gaunpalika,"5,113","2,550","2,452","1,814",26,0,0,0,18,"1,690"
Province 7,Achham,Dhakari Gaunpalika,"3,795","1,988","1,774","1,480",15,5,4,1,12,674
Province 7,Achham,Kamal bazar Municipality,"4,482","1,889","2,518","2,036",35,1,6,2,12,"1,587"
Province 7,Achham,Mangalsen Municipality,"6,604","2,658","3,718","2,340",247,368,83,21,133,"2,675"
Province 7,Achham,Mellekh Gaunpalika,"4,360","1,801","2,393","1,839",52,3,7,1,10,"1,408"
Province 7,Achham,Panchdebal Binayak Municipality,"4,966","2,263","2,631","2,069",51,10,1,2,7,"1,575"
Province 7,Achham,Ramaroshan Gaunpalika,"4,357","1,966","2,300","1,983",54,1,7,1,39,877
Province 7,Achham,Sanphebagar Municipality,"6,693","1,929","4,383","3,201",488,197,52,19,90,"3,183"
Province 7,Achham,Turmakhand Gaunpalika,"4,575","1,840","2,455","2,136",14,2,2,2,18,"1,059"
Province 7,Doti,Aadarsha Gaunpalika,"4,747","2,514","2,034","1,397",96,1,26,1,18,"1,313"
Province 7,Doti,Badi Kedar Gaunpalika,"2,719",799,"1,878","1,717",13,0,3,0,69,756
Province 7,Doti,Bogatan Gaunpalika,"3,130","1,010","2,009","1,758",54,5,1,1,30,"1,014"
Province 7,Doti,Dipayal Silgadhi Municipality,"7,447","2,505","4,815","3,022","1,583","1,198",316,174,671,"3,913"
Province 7,Doti,Jorayal Gaunpalika,"3,808",693,"3,047","2,736",151,59,22,1,129,"1,554"
Province 7,Doti,K.I. Singh Gaunpalika,"4,259","1,907","2,175","1,710",135,3,1,0,52,"1,352"
Province 7,Doti,Purbichouki Gaunpalika,"4,836","2,928","1,686","1,381",48,3,5,2,46,867
Province 7,Doti,Sayal Gaunpalika,"3,772","2,218","1,508","1,250",34,13,3,0,8,786
Province 7,Doti,Shikhar Municipality,"6,665","2,787","3,828","2,758",596,41,17,5,92,"2,533"
Province 7,Kailali,Bardagoriya Gaunpalika,"5,703",860,"4,740","2,149","1,708",313,77,17,207,"3,186"
Province 7,Kailali,Bhajani Municipality,"8,717",793,"7,823","3,926","2,273",436,126,32,253,"5,685"
Province 7,Kailali,Chure Gaunpalika,"3,362",861,"2,427","2,137",142,39,7,0,41,"1,231"
Province 7,Kailali,Dhangadhi Sub-Metropolitian City,"29,143","1,689","27,102","13,926","14,699","8,892","3,030","1,219","4,946","21,970"
Province 7,Kailali,Gauriganga Municipality,"10,072","1,353","8,548","4,130","2,618",327,113,24,92,"6,878"
Province 7,Kailali,Ghodaghodi Municipality,"13,174","1,200","11,733","6,707","1,966",363,139,28,159,"8,782"
Province 7,Kailali,Godawari Municipality,"14,915","2,212","12,317","6,037","6,200","1,083",349,82,799,"9,476"
Province 7,Kailali,Janaki Gaunpalika,"9,051",848,"8,064","4,274","3,204",427,159,27,114,"5,484"
Province 7,Kailali,Joshipur Gaunpalika,"6,392",537,"5,799","3,248","2,117",436,104,28,131,"4,330"
Province 7,Kailali,Kailari Gaunpalika,"7,802",486,"7,211","3,688","1,243",104,36,5,65,"5,144"
Province 7,Kailali,Lamki Chuha Municipality,"14,757","1,696","12,715","6,139","4,444",978,224,105,397,"9,845"
Province 7,Kailali,Mohanyal Gaunpalika,"3,969","1,354","2,519","2,203",26,0,2,0,20,"1,004"
Province 7,Kailali,Tikapur Municipality,"15,356","1,517","13,629","7,446","5,860","2,811",604,282,823,"10,643"
Province 7,Kanchanpur,Bedkot Municipality,"9,219",850,"8,210","4,472","4,270",693,296,90,725,"5,988"
Province 7,Kanchanpur,Beldandi Gaunpalika,"3,760",313,"3,310","2,382",839,58,26,5,22,"2,217"
Province 7,Kanchanpur,Belouri Municipality,"8,657",318,"8,191","4,219","3,342",910,169,47,300,"6,312"
Province 7,Kanchanpur,Bhimdatta Municipality,"20,684","1,823","18,529","9,902","11,796","5,106","1,722",582,"3,678","14,042"
Province 7,Kanchanpur,Krishnapur Municipality,"10,016","1,291","8,562","3,742","3,817",138,114,19,278,"6,222"
Province 7,Kanchanpur,Laljhadi Gaunpalika,"3,640",351,"3,205","1,424",644,84,25,1,13,"2,184"
Province 7,Kanchanpur,Mahakali Municipality,"7,392","1,364","5,913","3,382","2,398",597,53,13,172,"3,202"
Province 7,Kanchanpur,Punarbas Municipality,"9,909",824,"8,938","4,296","3,781",691,117,33,200,"6,602"
Province 7,Kanchanpur,Shuklaphanta Municipality,"8,857",922,"7,793","3,817","3,456",424,143,42,279,"6,043"
Province 7,Dadeldhura,Aalital Gaunpalika,"3,280",724,"2,402","2,001",237,49,8,3,23,"1,568"
Province 7,Dadeldhura,Ajayameru Gaunpalika,"3,311",885,"2,386","1,891",391,48,11,1,15,"1,726"
Province 7,Dadeldhura,Amargadhi Municipality,"4,778","1,036","3,656","1,903","1,327",856,300,152,351,"3,218"
Province 7,Dadeldhura,Bhageshwor Gaunpalika,"2,462",571,"1,818","1,622",78,22,3,0,38,"1,012"
Province 7,Dadeldhura,Ganyapdhura Gaunpalika,"3,070","1,019","1,967","1,463",404,41,8,5,38,"1,419"
Province 7,Dadeldhura,Nawadurga Gaunpalika,"4,132","1,761","2,301","1,724",346,3,8,6,14,"1,583"
Province 7,Dadeldhura,Parashuram Municipality,"5,990","1,493","4,225","3,377",216,210,29,5,208,"2,480"
Province 7,Baitadi,Dasharathchand Municipality,"7,257","1,538","5,598","3,821","1,616","1,376",141,49,319,"4,313"
Province 7,Baitadi,Dilasaini Gaunpalika,"4,110","1,320","2,694","2,358",42,1,5,0,28,"1,386"
Province 7,Baitadi,Dogada Kedar Gaunpalika,"4,559","1,501","2,985","2,691",134,52,5,0,11,"1,546"
Province 7,Baitadi,Melauli Municipality,"3,947","1,086","2,734","2,533",88,6,1,0,22,"1,143"
Province 7,Baitadi,Pancheshwor Gaunpalika,"3,312","1,468","1,730","1,584",73,6,1,1,9,569
Province 7,Baitadi,Patam Municipality,"5,767","1,157","4,435","3,564",760,36,46,12,113,"3,295"
Province 7,Baitadi,Puchaundi Municipality,"6,390","2,143","4,101","3,593",80,19,10,2,109,"2,025"
Province 7,Baitadi,Shivanath Gaunpalika,"2,771","1,179","1,531","1,402",26,0,0,0,7,491
Province 7,Baitadi,Sigas Gaunpalika,"3,733","1,374","2,241","2,075",41,3,3,0,39,955
Province 7,Baitadi,Surnaya Gaunpalika,"3,321",843,"2,298","1,965",99,39,0,0,86,"1,406"
Province 7,Darchula,Apihimal Gaunpalika,"1,085",161,918,844,195,0,2,0,17,573
Province 7,Darchula,Byas Gaunpalika,"1,919",710,"1,158","1,024",85,8,3,0,86,530
Province 7,Darchula,Duhun Gaunpalika,"1,982",655,"1,310","1,177",69,22,6,0,122,583
Province 7,Darchula,Lekam Gaunpalika,"2,851",733,"2,090","1,923",83,0,3,0,10,"1,192"
Province 7,Darchula,Mahakali Municipality,"4,526",705,"3,707","2,969",763,944,153,63,423,"2,436"
Province 7,Darchula,Malikarjun Gaunpalika,"3,096",697,"2,346","2,127",297,3,8,3,32,"1,200"
Province 7,Darchula,Marma Gaunpalika,"2,508",801,"1,670","1,454",87,5,5,0,19,832
Province 7,Darchula,Naugad  Gaunpalika,"2,616",892,"1,674","1,437",70,4,8,1,9,767
Province 7,Darchula,Shailyashikhar Municipality,"4,021",959,"2,930","2,698",94,12,28,9,76,"1,438"
